PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.059,0.118,0.824,0.353,0.412,0.294,0.059,0.176,0.118,0.059,0.824,0.588,0.176,0.353,0.118,0.059,0.412,0.471,0.118,0.412,0.353,0.235,0.118,0.353,0.647,-0.359,0.184,-0.291,-0.328,-0.259
0.118,0.176,0.706,0.176,0.529,0.294,0.059,0.118,0.176,0.118,0.706,0.471,0.176,0.412,0.118,0.176,0.471,0.235,0.294,0.294,0.353,0.412,0.235,0.412,0.588,0.082,-0.482,0.065,-0.231,-0.064
0.176,0.059,0.765,0.235,0.471,0.353,0.0,0.059,0.059,0.176,0.765,0.471,0.235,0.294,0.059,0.118,0.471,0.294,0.235,0.471,0.294,0.118,0.294,0.529,0.471,0.549,-0.311,-0.395,-0.017,-0.099
0.353,0.176,0.471,0.176,0.294,0.235,0.059,0.059,0.176,0.353,0.471,0.412,0.412,0.294,0.118,0.059,0.588,0.294,0.118,0.294,0.412,0.294,0.118,0.294,0.706,0.698,0.204,-0.55,0.247,-0.041
0.118,0.118,0.765,0.353,0.294,0.059,0.0,0.412,0.118,0.118,0.765,0.294,0.235,0.235,0.059,0.118,0.235,0.471,0.294,0.294,0.353,0.353,0.176,0.353,0.647,-0.154,0.869,0.559,-0.184,-0.775
0.118,0.118,0.765,0.176,0.529,0.176,0.059,0.176,0.118,0.118,0.765,0.588,0.235,0.235,0.059,0.235,0.471,0.294,0.235,0.353,0.353,0.353,0.118,0.353,0.647,-0.588,0.406,0.411,0.333,-0.293
0.059,0.0,0.941,0.235,0.529,0.471,0.118,0.059,0.0,0.059,0.941,0.529,0.353,0.294,0.176,0.059,0.235,0.294,0.471,0.353,0.294,0.471,0.176,0.647,0.353,-0.244,-0.644,0.08,-0.309,-0.127
0.294,0.059,0.647,0.059,0.588,0.529,0.176,0.0,0.059,0.294,0.647,0.647,0.471,0.118,0.059,0.059,0.529,0.235,0.235,0.353,0.353,0.412,0.118,0.529,0.471,-0.172,-0.319,-0.367,0.55,0.568
0.118,0.059,0.824,0.235,0.529,0.235,0.0,0.176,0.059,0.118,0.824,0.529,0.176,0.353,0.235,0.118,0.412,0.235,0.353,0.412,0.118,0.412,0.353,0.529,0.471,0.032,0.058,0.312,0.361,-0.119
0.176,0.0,0.824,0.118,0.647,0.471,0.059,0.059,0.0,0.176,0.824,0.588,0.294,0.235,0.118,0.118,0.529,0.176,0.294,0.471,0.235,0.294,0.353,0.588,0.412,0.031,-0.741,-0.268,0.315,0.089
0.118,0.118,0.765,0.294,0.294,0.235,0.059,0.118,0.118,0.118,0.765,0.412,0.353,0.235,0.0,0.118,0.412,0.294,0.294,0.353,0.588,0.118,0.118,0.471,0.529,0.37,0.406,0.167,-0.376,-0.417
0.176,0.118,0.706,0.588,0.118,0.059,0.0,0.118,0.118,0.176,0.706,0.176,0.176,0.647,0.471,0.059,0.176,0.235,0.588,0.176,0.118,0.588,0.529,0.706,0.294,1.828,-0.13,0.565,-0.488,0.025
0.059,0.0,0.941,0.176,0.765,0.412,0.0,0.294,0.0,0.059,0.941,0.765,0.059,0.235,0.118,0.118,0.412,0.412,0.176,0.765,0.0,0.176,0.353,0.412,0.588,-1.495,0.024,0.065,0.846,-0.419
0.176,0.059,0.765,0.118,0.588,0.294,0.0,0.176,0.059,0.176,0.765,0.706,0.235,0.118,0.059,0.176,0.412,0.471,0.118,0.529,0.118,0.294,0.118,0.353,0.647,-0.939,0.28,-0.005,0.754,-0.413
0.235,0.235,0.529,0.176,0.294,0.176,0.0,0.176,0.235,0.235,0.529,0.294,0.294,0.353,0.059,0.059,0.294,0.353,0.353,0.353,0.353,0.176,0.176,0.471,0.529,1.034,0.568,0.091,-0.112,-0.315
0.0,0.176,0.824,0.0,0.824,0.471,0.059,0.294,0.176,0.0,0.824,0.647,0.059,0.353,0.0,0.059,0.176,0.471,0.353,0.706,0.235,0.118,0.176,0.471,0.529,-1.295,-0.272,0.307,-0.149,-0.168
0.059,0.059,0.882,0.294,0.529,0.353,0.118,0.118,0.059,0.059,0.882,0.647,0.235,0.353,0.176,0.059,0.412,0.353,0.235,0.353,0.353,0.353,0.118,0.529,0.471,-0.406,-0.162,-0.277,-0.261,0.122
0.0,0.118,0.882,0.412,0.353,0.235,0.0,0.118,0.118,0.0,0.882,0.588,0.118,0.471,0.235,0.176,0.118,0.529,0.353,0.412,0.235,0.353,0.294,0.765,0.235,0.564,-0.881,0.615,-0.753,-0.641
0.059,0.176,0.765,0.059,0.706,0.588,0.059,0.118,0.176,0.059,0.765,0.588,0.118,0.353,0.0,0.059,0.294,0.353,0.353,0.706,0.294,0.059,0.294,0.529,0.471,-0.505,-0.924,0.129,-0.481,0.061
0.235,0.118,0.647,0.176,0.353,0.176,0.0,0.294,0.118,0.235,0.647,0.412,0.353,0.176,0.059,0.0,0.294,0.529,0.176,0.353,0.235,0.294,0.0,0.294,0.706,-0.154,1.279,-0.355,0.611,-0.617
0.0,0.176,0.824,0.118,0.706,0.529,0.059,0.0,0.176,0.0,0.824,0.765,0.059,0.294,0.059,0.176,0.471,0.353,0.176,0.471,0.294,0.294,0.118,0.588,0.412,-0.864,-1.069,-0.219,-0.558,0.246
0.118,0.059,0.824,0.235,0.471,0.353,0.059,0.235,0.059,0.118,0.824,0.353,0.294,0.353,0.118,0.0,0.118,0.412,0.471,0.412,0.294,0.353,0.235,0.529,0.471,0.052,0.068,0.197,0.076,-0.385
0.176,0.0,0.824,0.412,0.294,0.294,0.0,0.059,0.0,0.176,0.824,0.588,0.294,0.176,0.176,0.176,0.353,0.471,0.176,0.471,0.118,0.353,0.235,0.529,0.471,-0.052,-0.39,0.109,-0.005,-0.588
0.118,0.118,0.765,0.176,0.529,0.471,0.0,0.0,0.118,0.118,0.765,0.588,0.176,0.294,0.118,0.059,0.588,0.235,0.176,0.471,0.235,0.235,0.176,0.471,0.529,-0.192,-0.662,-0.552,-0.47,0.241
0.0,0.118,0.882,0.353,0.529,0.471,0.0,0.118,0.118,0.0,0.882,0.588,0.0,0.471,0.294,0.0,0.235,0.471,0.294,0.529,0.118,0.353,0.353,0.706,0.294,-0.259,-1.274,-0.102,-1.013,0.169
0.353,0.118,0.529,0.176,0.294,0.235,0.0,0.118,0.118,0.353,0.529,0.294,0.412,0.294,0.059,0.059,0.353,0.353,0.294,0.353,0.176,0.176,0.176,0.471,0.529,1.384,0.351,-0.635,0.221,-0.384
0.118,0.235,0.647,0.118,0.412,0.176,0.0,0.353,0.235,0.118,0.647,0.294,0.235,0.353,0.0,0.0,0.176,0.353,0.471,0.412,0.353,0.176,0.118,0.471,0.529,0.337,0.978,0.613,-0.204,-0.389
0.118,0.118,0.765,0.176,0.588,0.471,0.059,0.118,0.118,0.118,0.765,0.647,0.176,0.235,0.059,0.059,0.412,0.412,0.176,0.588,0.353,0.118,0.118,0.294,0.706,-1.217,-0.285,-0.435,-0.348,0.169
0.118,0.059,0.824,0.294,0.353,0.235,0.0,0.059,0.059,0.118,0.824,0.412,0.294,0.294,0.059,0.176,0.353,0.294,0.353,0.412,0.471,0.118,0.235,0.471,0.529,0.482,-0.173,0.161,-0.434,-0.435
0.0,0.118,0.882,0.529,0.353,0.294,0.059,0.0,0.118,0.0,0.882,0.529,0.059,0.471,0.176,0.353,0.294,0.353,0.353,0.529,0.235,0.294,0.647,0.765,0.235,0.975,-1.386,1.319,-0.628,-0.561
0.118,0.0,0.882,0.412,0.471,0.294,0.118,0.118,0.0,0.118,0.882,0.706,0.235,0.294,0.176,0.176,0.294,0.529,0.176,0.412,0.294,0.353,0.176,0.471,0.529,-0.602,-0.252,-0.1,0.096,-0.156
0.294,0.176,0.529,0.294,0.176,0.118,0.0,0.118,0.176,0.294,0.529,0.235,0.353,0.471,0.176,0.0,0.529,0.235,0.235,0.176,0.412,0.353,0.118,0.353,0.647,1.349,0.314,-0.434,-0.208,-0.108
0.412,0.059,0.529,0.118,0.412,0.176,0.059,0.176,0.059,0.412,0.529,0.471,0.471,0.059,0.0,0.176,0.647,0.294,0.059,0.294,0.294,0.412,0.059,0.118,0.882,-0.296,0.984,-0.318,1.485,-0.316
0.176,0.059,0.765,0.118,0.588,0.235,0.118,0.294,0.059,0.176,0.765,0.647,0.353,0.176,0.059,0.059,0.353,0.471,0.176,0.412,0.294,0.294,0.0,0.353,0.647,-0.865,1.052,-0.201,0.819,-0.287
0.235,0.118,0.647,0.294,0.235,0.118,0.0,0.176,0.118,0.235,0.647,0.353,0.353,0.353,0.176,0.0,0.412,0.294,0.294,0.235,0.294,0.235,0.118,0.471,0.529,1.104,0.757,-0.525,-0.274,-0.144
0.176,0.176,0.647,0.235,0.412,0.294,0.0,0.118,0.176,0.176,0.647,0.353,0.176,0.471,0.0,0.0,0.824,0.118,0.059,0.412,0.412,0.059,0.118,0.118,0.882,0.395,0.314,-0.864,-0.338,0.169
0.235,0.118,0.647,0.235,0.294,0.176,0.0,0.118,0.118,0.235,0.647,0.412,0.353,0.118,0.0,0.235,0.471,0.353,0.176,0.294,0.235,0.353,0.118,0.294,0.706,0.236,0.569,0.102,0.347,-0.689
0.059,0.118,0.824,0.294,0.353,0.235,0.059,0.176,0.118,0.059,0.824,0.412,0.294,0.235,0.118,0.118,0.294,0.294,0.412,0.294,0.412,0.353,0.235,0.529,0.471,0.142,0.274,0.594,-0.5,-0.322
0.353,0.0,0.647,0.176,0.471,0.294,0.059,0.118,0.0,0.353,0.647,0.412,0.412,0.235,0.118,0.118,0.471,0.235,0.294,0.412,0.059,0.235,0.294,0.353,0.647,0.572,0.234,-0.767,0.58,-0.13
0.118,0.294,0.588,0.176,0.294,0.235,0.118,0.059,0.294,0.118,0.588,0.353,0.353,0.353,0.059,0.118,0.294,0.176,0.529,0.176,0.529,0.353,0.118,0.647,0.353,1.104,0.456,0.756,-0.511,-0.009
0.118,0.059,0.824,0.412,0.353,0.353,0.059,0.059,0.059,0.118,0.824,0.412,0.235,0.412,0.118,0.118,0.353,0.294,0.353,0.412,0.294,0.235,0.353,0.647,0.353,0.921,-0.571,0.065,-0.436,-0.178
0.059,0.059,0.882,0.118,0.765,0.588,0.118,0.176,0.059,0.059,0.882,0.706,0.176,0.235,0.059,0.059,0.118,0.529,0.353,0.706,0.235,0.176,0.235,0.529,0.471,-1.391,-0.732,0.101,-0.167,0.063
0.059,0.118,0.824,0.294,0.471,0.235,0.0,0.235,0.118,0.059,0.824,0.706,0.118,0.353,0.235,0.059,0.294,0.647,0.059,0.412,0.176,0.353,0.059,0.471,0.529,-0.669,-0.081,-0.483,-0.256,-0.506
0.118,0.059,0.824,0.294,0.529,0.294,0.0,0.294,0.059,0.118,0.824,0.471,0.118,0.412,0.059,0.0,0.353,0.471,0.176,0.529,0.294,0.176,0.118,0.235,0.765,-0.776,0.495,-0.42,0.424,-0.265
0.176,0.059,0.765,0.176,0.588,0.471,0.059,0.059,0.059,0.176,0.765,0.588,0.235,0.235,0.0,0.176,0.588,0.176,0.235,0.588,0.235,0.118,0.529,0.647,0.353,0.775,-0.691,0.296,0.339,0.074
0.059,0.118,0.824,0.353,0.471,0.294,0.0,0.176,0.118,0.059,0.824,0.647,0.059,0.294,0.176,0.176,0.412,0.471,0.118,0.529,0.118,0.294,0.353,0.471,0.529,-0.429,-0.403,0.229,-0.276,-0.354
0.0,0.0,1.0,0.529,0.471,0.353,0.0,0.235,0.0,0.0,1.0,0.765,0.0,0.353,0.353,0.059,0.059,0.824,0.118,0.529,0.0,0.471,0.176,0.529,0.471,-1.531,-0.914,-0.305,-0.719,-0.324
0.176,0.059,0.765,0.353,0.412,0.294,0.0,0.118,0.059,0.176,0.765,0.471,0.176,0.353,0.235,0.118,0.294,0.412,0.294,0.412,0.176,0.353,0.353,0.529,0.471,0.185,-0.598,-0.15,-0.23,-0.088
0.294,0.118,0.588,0.118,0.412,0.353,0.059,0.059,0.118,0.294,0.588,0.353,0.412,0.294,0.059,0.059,0.588,0.118,0.294,0.412,0.412,0.235,0.294,0.412,0.588,0.836,-0.286,-0.002,0.109,0.036
0.176,0.235,0.588,0.294,0.294,0.235,0.118,0.118,0.235,0.176,0.588,0.353,0.294,0.412,0.059,0.118,0.353,0.294,0.353,0.294,0.471,0.294,0.235,0.471,0.529,0.962,0.173,0.521,-0.334,-0.056
0.294,0.0,0.706,0.235,0.471,0.235,0.118,0.118,0.0,0.294,0.706,0.588,0.412,0.235,0.235,0.118,0.412,0.353,0.235,0.235,0.235,0.529,0.118,0.353,0.647,-0.303,0.397,-0.546,0.92,0.017
0.059,0.176,0.765,0.412,0.235,0.118,0.0,0.235,0.176,0.059,0.765,0.353,0.176,0.353,0.059,0.235,0.059,0.471,0.471,0.471,0.353,0.176,0.412,0.706,0.294,0.964,0.224,1.419,-0.208,-1.028
0.118,0.0,0.882,0.412,0.353,0.294,0.0,0.235,0.0,0.118,0.882,0.529,0.235,0.118,0.059,0.118,0.412,0.471,0.118,0.471,0.176,0.353,0.176,0.353,0.647,-0.771,0.202,0.249,0.034,-0.531
0.118,0.294,0.588,0.176,0.412,0.294,0.0,0.235,0.294,0.118,0.588,0.294,0.118,0.471,0.0,0.0,0.471,0.353,0.176,0.412,0.471,0.118,0.176,0.353,0.647,0.477,0.076,-0.274,-0.559,-0.27
0.235,0.118,0.647,0.118,0.412,0.412,0.118,0.0,0.118,0.235,0.647,0.471,0.471,0.176,0.0,0.118,0.353,0.294,0.353,0.412,0.471,0.118,0.176,0.529,0.471,0.622,-0.179,-0.181,-0.185,-0.164
0.176,0.059,0.765,0.471,0.294,0.235,0.0,0.0,0.059,0.176,0.765,0.412,0.176,0.412,0.235,0.176,0.588,0.176,0.235,0.353,0.235,0.353,0.412,0.412,0.588,0.651,-0.464,-0.019,-0.236,0.055
0.176,0.0,0.824,0.294,0.471,0.471,0.176,0.059,0.0,0.176,0.824,0.706,0.412,0.176,0.176,0.059,0.176,0.588,0.235,0.353,0.294,0.412,0.059,0.529,0.471,-0.6,-0.412,-0.619,-0.115,0.004
0.176,0.059,0.765,0.412,0.294,0.294,0.0,0.118,0.059,0.176,0.765,0.294,0.235,0.412,0.294,0.0,0.353,0.294,0.353,0.294,0.235,0.412,0.294,0.471,0.529,0.382,-0.379,-0.534,-0.595,-0.031
0.176,0.235,0.588,0.235,0.294,0.118,0.0,0.353,0.235,0.176,0.588,0.353,0.235,0.235,0.0,0.059,0.294,0.471,0.235,0.353,0.294,0.294,0.059,0.353,0.647,0.006,1.212,0.495,0.086,-0.51
0.118,0.118,0.765,0.235,0.529,0.412,0.235,0.118,0.118,0.118,0.765,0.647,0.353,0.294,0.176,0.059,0.235,0.353,0.412,0.353,0.353,0.412,0.176,0.647,0.353,-0.254,0.152,0.216,0.099,0.239
0.176,0.235,0.588,0.235,0.235,0.118,0.059,0.118,0.235,0.176,0.588,0.294,0.353,0.412,0.118,0.059,0.471,0.176,0.353,0.118,0.529,0.412,0.059,0.412,0.588,0.991,0.635,0.274,-0.335,-0.061
0.118,0.0,0.882,0.176,0.706,0.529,0.0,0.118,0.0,0.118,0.882,0.765,0.118,0.235,0.118,0.059,0.588,0.353,0.059,0.647,0.118,0.176,0.294,0.529,0.471,-0.779,-0.825,-0.666,0.207,0.135
0.0,0.176,0.824,0.294,0.471,0.412,0.059,0.059,0.176,0.0,0.824,0.588,0.118,0.529,0.235,0.059,0.118,0.529,0.353,0.471,0.294,0.294,0.235,0.706,0.294,0.235,-1.227,0.081,-1.121,-0.202
0.0,0.059,0.941,0.235,0.647,0.353,0.176,0.235,0.059,0.0,0.941,0.706,0.235,0.235,0.176,0.118,0.118,0.471,0.412,0.353,0.294,0.529,0.118,0.529,0.471,-1.41,0.28,0.489,0.18,-0.038
0.294,0.176,0.529,0.235,0.176,0.176,0.0,0.059,0.176,0.294,0.529,0.235,0.412,0.294,0.0,0.176,0.412,0.235,0.353,0.353,0.294,0.176,0.294,0.529,0.471,1.91,0.281,0.391,0.102,-0.685
0.059,0.235,0.706,0.294,0.294,0.294,0.059,0.0,0.235,0.059,0.706,0.412,0.235,0.529,0.294,0.0,0.176,0.353,0.471,0.235,0.471,0.353,0.176,0.824,0.176,1.131,-0.668,0.007,-1.271,0.072
0.118,0.176,0.706,0.059,0.588,0.353,0.059,0.176,0.176,0.118,0.706,0.529,0.235,0.294,0.059,0.059,0.412,0.294,0.294,0.471,0.294,0.176,0.118,0.353,0.647,-0.44,0.108,-0.205,-0.399,-0.019
0.118,0.059,0.824,0.412,0.353,0.176,0.118,0.118,0.059,0.118,0.824,0.588,0.294,0.235,0.176,0.294,0.235,0.412,0.353,0.294,0.235,0.588,0.294,0.647,0.353,0.089,0.056,1.171,0.494,-0.514
0.059,0.118,0.824,0.059,0.765,0.588,0.176,0.059,0.118,0.059,0.824,0.647,0.235,0.294,0.0,0.118,0.353,0.294,0.353,0.471,0.412,0.294,0.176,0.471,0.529,-0.805,-0.787,0.004,-0.234,0.364
0.059,0.235,0.706,0.118,0.588,0.294,0.059,0.118,0.235,0.059,0.706,0.706,0.118,0.353,0.118,0.176,0.529,0.353,0.118,0.353,0.353,0.353,0.118,0.412,0.588,-0.444,-0.428,0.011,-0.434,0.01
0.235,0.0,0.765,0.176,0.588,0.176,0.118,0.294,0.0,0.235,0.765,0.588,0.353,0.176,0.118,0.118,0.412,0.353,0.235,0.353,0.294,0.353,0.118,0.235,0.765,-0.958,1.13,-0.254,1.099,-0.084
0.059,0.176,0.765,0.235,0.529,0.353,0.0,0.176,0.176,0.059,0.765,0.471,0.059,0.412,0.059,0.118,0.353,0.412,0.235,0.529,0.294,0.176,0.294,0.471,0.529,-0.081,-0.426,0.074,-0.298,-0.331
0.118,0.176,0.706,0.235,0.294,0.176,0.0,0.118,0.176,0.118,0.706,0.353,0.294,0.353,0.118,0.059,0.294,0.294,0.412,0.353,0.412,0.176,0.235,0.647,0.353,1.172,0.494,0.406,-0.26,-0.366
0.059,0.059,0.882,0.294,0.588,0.529,0.235,0.0,0.059,0.059,0.882,0.588,0.294,0.471,0.176,0.059,0.353,0.176,0.471,0.294,0.471,0.471,0.235,0.706,0.294,0.096,-0.949,0.094,-0.386,0.625
0.235,0.176,0.588,0.235,0.294,0.176,0.0,0.118,0.176,0.235,0.588,0.353,0.294,0.412,0.059,0.0,0.529,0.294,0.176,0.294,0.529,0.059,0.0,0.294,0.706,0.729,0.591,-0.925,-0.356,0.022
0.118,0.176,0.706,0.118,0.588,0.353,0.0,0.235,0.176,0.118,0.706,0.588,0.118,0.353,0.059,0.059,0.294,0.529,0.176,0.647,0.294,0.059,0.235,0.529,0.471,-0.24,-0.542,-0.012,-0.359,-0.303
0.118,0.176,0.706,0.059,0.529,0.412,0.0,0.118,0.176,0.118,0.706,0.529,0.235,0.294,0.059,0.0,0.294,0.471,0.235,0.529,0.353,0.059,0.059,0.353,0.647,-0.359,-0.185,-0.658,-0.623,-0.233
0.294,0.118,0.588,0.235,0.235,0.176,0.0,0.118,0.118,0.294,0.588,0.176,0.412,0.353,0.059,0.118,0.294,0.235,0.471,0.353,0.412,0.118,0.353,0.588,0.412,1.841,0.151,0.126,0.072,-0.586
0.0,0.176,0.824,0.471,0.353,0.294,0.0,0.118,0.176,0.0,0.824,0.471,0.0,0.529,0.294,0.118,0.118,0.471,0.412,0.353,0.176,0.471,0.294,0.647,0.353,0.054,-0.779,0.35,-0.961,-0.126
0.059,0.059,0.882,0.235,0.647,0.471,0.235,0.294,0.059,0.059,0.882,0.588,0.294,0.235,0.059,0.0,0.235,0.353,0.412,0.412,0.353,0.412,0.176,0.529,0.471,-1.027,0.372,0.412,0.098,0.346
0.0,0.059,0.941,0.353,0.471,0.235,0.0,0.118,0.059,0.0,0.941,0.647,0.118,0.294,0.235,0.235,0.176,0.471,0.353,0.471,0.176,0.353,0.353,0.647,0.353,-0.278,-0.444,0.705,-0.285,-0.502
0.0,0.118,0.882,0.529,0.294,0.176,0.0,0.353,0.118,0.0,0.882,0.412,0.059,0.353,0.176,0.118,0.176,0.529,0.294,0.412,0.176,0.412,0.294,0.471,0.529,-0.456,0.125,0.746,-0.679,-0.664
0.529,0.176,0.294,0.118,0.176,0.118,0.059,0.118,0.176,0.529,0.294,0.176,0.588,0.176,0.0,0.059,0.706,0.176,0.118,0.059,0.294,0.412,0.0,0.176,0.824,1.489,1.352,-0.934,0.969,-0.115
0.0,0.0,1.0,0.176,0.824,0.706,0.059,0.059,0.0,0.0,1.0,0.765,0.059,0.294,0.118,0.118,0.412,0.294,0.294,0.765,0.059,0.235,0.412,0.588,0.412,-1.278,-1.725,0.011,-0.4,0.181
0.471,0.0,0.529,0.176,0.294,0.294,0.0,0.059,0.0,0.471,0.529,0.235,0.529,0.176,0.0,0.0,0.765,0.118,0.118,0.294,0.294,0.235,0.059,0.118,0.882,0.699,0.618,-1.29,0.767,0.06
0.0,0.059,0.941,0.529,0.412,0.294,0.0,0.412,0.059,0.0,0.941,0.588,0.0,0.294,0.176,0.0,0.294,0.706,0.0,0.412,0.118,0.471,0.0,0.176,0.824,-2.046,0.291,-0.529,-0.495,-0.43
0.118,0.118,0.765,0.294,0.412,0.412,0.294,0.059,0.118,0.118,0.765,0.588,0.471,0.353,0.235,0.0,0.176,0.353,0.471,0.118,0.529,0.647,0.059,0.765,0.235,0.207,-0.203,0.292,-0.305,0.426
0.176,0.059,0.765,0.294,0.294,0.176,0.0,0.0,0.059,0.176,0.765,0.412,0.353,0.294,0.176,0.235,0.471,0.176,0.353,0.294,0.294,0.412,0.353,0.588,0.412,1.118,-0.345,0.591,0.066,-0.538
0.118,0.059,0.824,0.176,0.529,0.235,0.0,0.353,0.059,0.118,0.824,0.529,0.235,0.176,0.059,0.0,0.471,0.353,0.176,0.529,0.294,0.176,0.059,0.176,0.824,-1.349,0.983,-0.101,0.175,-0.288
0.118,0.294,0.588,0.294,0.235,0.176,0.0,0.059,0.294,0.118,0.588,0.412,0.176,0.471,0.176,0.118,0.294,0.412,0.294,0.235,0.353,0.353,0.118,0.529,0.471,0.951,-0.094,0.114,-0.788,-0.275
0.118,0.118,0.765,0.176,0.471,0.235,0.0,0.059,0.118,0.118,0.765,0.412,0.235,0.412,0.176,0.176,0.353,0.176,0.471,0.294,0.294,0.353,0.235,0.588,0.412,0.58,-0.389,0.076,-0.284,-0.244
0.176,0.0,0.824,0.118,0.706,0.294,0.0,0.176,0.0,0.176,0.824,0.706,0.176,0.176,0.118,0.235,0.471,0.412,0.118,0.471,0.176,0.353,0.118,0.235,0.765,-1.584,-0.182,-0.554,0.749,-0.327
0.059,0.235,0.706,0.118,0.412,0.294,0.059,0.176,0.235,0.059,0.706,0.471,0.294,0.235,0.0,0.059,0.235,0.471,0.294,0.412,0.471,0.118,0.059,0.471,0.529,0.072,0.309,0.166,-0.848,-0.464
0.059,0.176,0.765,0.118,0.647,0.588,0.059,0.059,0.176,0.059,0.765,0.588,0.118,0.412,0.118,0.0,0.471,0.176,0.353,0.588,0.235,0.235,0.294,0.588,0.412,-0.255,-1.034,0.08,-0.666,0.481
0.118,0.059,0.824,0.176,0.588,0.529,0.059,0.059,0.059,0.118,0.824,0.412,0.235,0.471,0.059,0.118,0.235,0.235,0.529,0.647,0.176,0.235,0.588,0.824,0.176,1.253,-1.521,0.944,-0.051,-0.275
0.118,0.0,0.882,0.118,0.647,0.471,0.118,0.118,0.0,0.118,0.882,0.647,0.353,0.176,0.059,0.059,0.353,0.353,0.294,0.471,0.353,0.294,0.059,0.412,0.588,-1.066,-0.245,-0.236,-0.005,0.06
0.059,0.118,0.824,0.294,0.471,0.412,0.0,0.059,0.118,0.059,0.824,0.471,0.118,0.471,0.176,0.059,0.353,0.353,0.294,0.412,0.235,0.353,0.176,0.471,0.529,-0.116,-0.869,-0.337,-0.708,-0.089
0.176,0.118,0.706,0.235,0.412,0.294,0.118,0.0,0.118,0.176,0.706,0.294,0.353,0.471,0.118,0.118,0.412,0.059,0.529,0.176,0.412,0.353,0.235,0.529,0.471,1.238,0.005,-0.15,-0.162,0.211
0.118,0.059,0.824,0.235,0.529,0.294,0.059,0.059,0.059,0.118,0.824,0.529,0.235,0.235,0.118,0.235,0.471,0.235,0.294,0.235,0.294,0.529,0.118,0.294,0.706,-0.778,-0.054,-0.051,0.172,-0.014
0.176,0.118,0.706,0.294,0.353,0.235,0.059,0.176,0.118,0.176,0.706,0.529,0.294,0.176,0.059,0.176,0.235,0.529,0.235,0.353,0.412,0.294,0.118,0.471,0.529,-0.236,0.2,0.149,0.055,-0.464
0.176,0.118,0.706,0.353,0.353,0.235,0.0,0.059,0.118,0.176,0.706,0.647,0.176,0.176,0.059,0.353,0.412,0.471,0.118,0.588,0.176,0.176,0.412,0.529,0.471,0.257,-0.539,0.775,0.078,-0.651
0.294,0.235,0.471,0.059,0.294,0.176,0.059,0.059,0.235,0.294,0.471,0.294,0.471,0.294,0.0,0.059,0.588,0.176,0.235,0.176,0.588,0.235,0.0,0.353,0.647,1.185,0.726,-0.347,0.114,-0.149
0.118,0.059,0.824,0.0,0.765,0.353,0.0,0.176,0.059,0.118,0.824,0.706,0.176,0.118,0.0,0.235,0.471,0.412,0.118,0.529,0.118,0.235,0.059,0.294,0.706,-1.472,0.048,-0.554,0.591,-0.545
0.176,0.118,0.706,0.412,0.235,0.176,0.0,0.059,0.118,0.176,0.706,0.294,0.235,0.588,0.118,0.0,0.588,0.176,0.235,0.235,0.529,0.176,0.176,0.471,0.529,1.63,0.129,-0.478,-0.351,0.191
0.118,0.235,0.647,0.294,0.294,0.176,0.0,0.176,0.235,0.118,0.647,0.353,0.176,0.471,0.176,0.059,0.294,0.353,0.353,0.353,0.353,0.235,0.294,0.529,0.471,0.974,0.212,0.261,-0.448,-0.332
0.176,0.118,0.706,0.235,0.412,0.235,0.0,0.118,0.118,0.176,0.706,0.588,0.235,0.294,0.118,0.118,0.529,0.353,0.118,0.412,0.294,0.235,0.118,0.353,0.647,-0.066,0.096,-0.283,0.009,-0.213
0.235,0.118,0.647,0.235,0.353,0.235,0.0,0.176,0.118,0.235,0.647,0.471,0.294,0.235,0.059,0.059,0.412,0.471,0.118,0.412,0.235,0.118,0.059,0.294,0.706,0.105,0.611,-0.845,-0.032,-0.384
0.235,0.059,0.706,0.235,0.353,0.294,0.059,0.0,0.059,0.235,0.706,0.471,0.412,0.235,0.059,0.235,0.471,0.235,0.294,0.412,0.412,0.176,0.412,0.647,0.353,1.349,-0.661,0.308,0.054,-0.482
0.235,0.059,0.706,0.118,0.471,0.353,0.0,0.118,0.059,0.235,0.706,0.176,0.353,0.471,0.118,0.0,0.294,0.176,0.529,0.471,0.294,0.118,0.412,0.529,0.471,1.376,-0.471,-0.351,-0.125,-0.335
0.176,0.176,0.647,0.235,0.353,0.294,0.118,0.118,0.176,0.176,0.647,0.294,0.353,0.471,0.118,0.0,0.353,0.176,0.471,0.235,0.412,0.412,0.235,0.588,0.412,1.27,0.228,0.378,-0.024,0.121
0.235,0.059,0.706,0.353,0.294,0.176,0.118,0.176,0.059,0.235,0.706,0.471,0.412,0.235,0.059,0.118,0.412,0.412,0.176,0.294,0.412,0.294,0.118,0.353,0.647,0.327,0.725,-0.049,0.352,-0.329
0.118,0.118,0.765,0.353,0.353,0.235,0.059,0.235,0.118,0.118,0.765,0.529,0.235,0.235,0.118,0.118,0.235,0.471,0.294,0.412,0.235,0.294,0.235,0.529,0.471,-0.014,0.328,0.445,-0.26,-0.309
